subject,variable,mean,std,var,min,max,sig_digits
0051456,rpve_wm,6.560413029632923,0.0003194713009811334,1.0206191215057791e-07,6.559882602116145,6.561105293198159,3.885740987872688
0051456,size_x,176.0,0.0,0.0,176.0,176.0,15.217937046761328
0051456,size_y,256.0,0.0,0.0,256.0,256.0,15.217937046761328
0051456,size_z,256.0,0.0,0.0,256.0,256.0,15.217937046761328
0051456,snr_csf,2.1888102553777444,0.003713037870953511,1.378665023113498e-05,2.178970660582932,2.1953390374165602,2.3437203917733225
0051456,snr_gm,5.9568375291629145,0.028460588389923002,0.00081000509150062,5.875555131587445,5.999429082408603,1.894013536352041
0051456,snr_total,7.357444807011211,0.02049005556360565,0.00041984237699964675,7.301335111736871,7.393043641349487,2.1284255324779826
0051456,snr_wm,13.926686636492976,0.03148254625404617,0.0009911507186381567,13.849479543040234,13.986945483322609,2.2190196092891403
0051456,snrd_csf,30.042537806826825,0.07579603761906505,0.005745039318750723,29.908203385491664,30.151195735936295,2.1713317694325145
0051456,snrd_gm,56.77687265208324,0.1283754869538063,0.01648026565062689,56.601973696841696,56.94518079804508,2.2189310190542266
0051456,snrd_total,51.687139366186535,0.10912171744554122,0.011907549218264535,51.52410115942956,51.82115682115232,2.2487129598000983
0051456,snrd_wm,68.24200763964956,0.12798588420183138,0.01638038655492459,68.06212639595533,68.43200167127338,2.300131377596382
0051456,spacing_x,1.0,0.0,0.0,1.0,1.0,15.217937046761328
0051456,spacing_y,1.0,0.0,0.0,1.0,1.0,15.217937046761328
0051456,spacing_z,1.0,0.0,0.0,1.0,1.0,15.217937046761328
0051456,summary_bg_k,197.116528,0.5482404981088785,0.3005676437666713,196.4045,197.8971,2.1289935832346933
0051456,summary_bg_mad,0.0,0.0,0.0,0.0,0.0,15.217937046761328
0051456,summary_bg_mean,2.343868,0.005999494423143717,3.599393333333256e-05,2.3336,2.3523,2.1650601515468058
0051456,summary_bg_median,0.0,0.0,0.0,0.0,0.0,15.217937046761328
0051456,summary_bg_n,2569065.8,4381.439660659462,19197013.4999997,2559217.0,2571010.0,2.34140004830746
0051456,summary_bg_p05,0.0,0.0,0.0,0.0,0.0,15.217937046761328
0051456,summary_bg_p95,9.0,0.0,0.0,9.0,9.0,15.217937046761328
0051456,summary_bg_stdv,9.355228,0.0197215939180043,0.00038894126666666424,9.3216,9.3855,2.249354019926536
0051456,summary_csf_k,0.9742839999999999,0.020606384124020057,0.0004246230666666658,0.9430000000000001,1.0208,1.2479254349441868
0051456,summary_csf_mad,124.801664,0.42949295384208613,0.1844641974000003,123.6163,125.6368,2.036505988320335
0051456,summary_csf_mean,453.7215,0.5112652279720644,0.26139213333332695,452.5628,455.2454,2.5213847582855777
0051456,summary_csf_median,429.0,0.500000000000003,0.250000000000003,428.0,430.0,2.5067289435632194
0051456,summary_csf_n,447547.5369012603,1284.4711788811285,1649866.2093762758,444232.0804722472,449828.95603074064,2.1153564630656985
0051456,summary_csf_p05,83.96,0.6110100926607801,0.3733333333333351,83.0,85.0,1.7112657016496227
0051456,summary_csf_p95,804.64,0.9073771725877317,0.8233333333333062,803.0,807.0,2.5210554247213692
0051456,summary_csf_stdv,195.99698,0.2612652371951969,0.06825952416666249,195.5697,196.732,2.448409407083876
0051456,summary_gm_k,9.344676,0.3793456595243974,0.14390312940000005,8.6788,9.9803,0.9647707845392454
0051456,summary_gm_mad,64.64914399999999,0.07319048822535987,0.005356847566666542,64.5239,64.7767,2.5193497904276176
0051456,summary_gm_mean,805.773884,0.8085514205870402,0.6537553997333209,804.1115,807.5378,2.571747198556578
0051456,summary_gm_median,810.76,0.7788880963698745,0.606666666666687,809.0,812.0,2.590658903094137
0051456,summary_gm_n,604661.2658069916,164.1042940153751,26930.21931428468,604208.9311253153,604881.427937693,3.139633859483467
0051456,summary_gm_p05,561.52,2.2196095752781932,4.926666666666642,555.0,565.0,1.9763302954491058
0051456,summary_gm_p95,1021.28,0.6137317546507322,0.3766666666666664,1020.0,1023.0,2.794407888418394
0051456,summary_gm_stdv,136.10827600000002,0.5782701857551814,0.33439640773333196,135.3461,137.8592,1.9449953871101964
0051456,summary_wm_k,3.322412,0.488859381894903,0.23898349526666665,2.2873,3.988,0.4055111880996679
0051456,summary_wm_mad,59.768316000000006,0.22484861699967554,0.050556900566666785,59.4325,60.471,1.9978224546214292
0051456,summary_wm_mean,960.8337200000001,0.6849394340620963,0.46914202833330476,959.5796,962.3686,2.720237721140171
0051456,summary_wm_median,974.48,0.8225975119502085,0.6766666666666734,973.0,976.0,2.646827194304284
0051456,summary_wm_n,665953.4394727765,1291.066475645344,1666852.64453529,663913.6835329884,669474.1817286962,2.2857369177865614
0051456,summary_wm_p05,831.12,0.8812869377601649,0.7766666666666887,830.0,833.0,2.547788055822409
0051456,summary_wm_p95,1057.16,0.7461009761866302,0.5566666666666426,1056.0,1059.0,2.7245847697734003
0051456,summary_wm_stdv,69.972348,0.1309817166630522,0.017156210100000086,69.7793,70.3275,2.300957425056938
0051456,tpm_overlap_csf,0.21043043491056543,0.0014201202349093337,2.0167414815989414e-06,0.207983573636972,0.21348484996972,1.7440250928728334
0051456,tpm_overlap_gm,0.5096004974901863,0.0006609845369857122,4.3690055813421625e-07,0.508196649074401,0.510648619429398,2.4602801992583356
0051456,tpm_overlap_wm,0.5408314862744356,0.0010494861351217513,1.101421147812791e-06,0.5387021500436511,0.5425308181645471,2.2853269178147513
0051456,wm2max,0.7528347447382677,0.0005583160140686923,3.117167715655522e-07,0.7515926848898801,0.7537291719383991,2.703061225290246
0051457,cjv,0.8197161903156525,0.003121027738769002,9.740814146165549e-06,0.8164105633802811,0.8266085106382971,1.9514478355680063
0051457,cnr,1.1725399506878178,0.0061815698303857225,3.8211805567934974e-05,1.156427111540146,1.179832051457185,1.8101108204066025
0051457,efc,0.663,0.00012649110640671526,1.5999999999994965e-08,0.6628000000000001,0.6631,3.25153548823262
0051457,fber,77818.45105,1197.4604605307845,1433911.5545345985,74208.1696,79028.1187,1.3449033510600663
0051457,fwhm_avg,4.573439583333333,0.00037151317209057483,1.3802203703680109e-07,4.572780000000001,4.574476666666666,3.622350681052605
0051457,fwhm_x,4.410005625,0.0002846511022286428,8.102624999998124e-08,4.40977,4.41099,3.7222082247402293
0051457,fwhm_y,4.6248075,0.0005872705225590801,3.4488666666681503e-07,4.62362,4.6261,3.42833740938959
0051457,fwhm_z,4.685505625,0.0003565196348026612,1.271062499998229e-07,4.6848600000000005,4.68634,3.6507549617600374
0051457,icvs_csf,0.2368351662133869,0.0005757899845337013,3.3153410628931996e-07,0.23568302591146,0.23766996408333102,2.146264033383611
0051457,icvs_gm,0.38709740193490794,7.541028106021289e-05,5.686710489580302e-09,0.38699725771493904,0.38723159846314104,3.2424716482069416
0051457,icvs_wm,0.37606743185170377,0.0005711791666567288,3.2624564042267517e-07,0.375239497763428,0.37726180578749,2.3505753170034227
0051457,inu_med,0.43664411455392776,0.0005832816891051567,3.402175288453647e-07,0.43578086793422705,0.43755885958671503,2.40633121902656
0051457,inu_range,0.25597652597352816,0.00031414916324412,9.868969676698076e-08,0.25540423244237803,0.256336863338947,2.443146184545554
0051457,provenance,,,,,,15.171627363882708
0051457,qi_1,0.0,0.0,0.0,0.0,0.0,15.171627363882708
0051457,qi_2,0.0019007530551235002,2.7739686616450355e-05,7.69490213578875e-10,0.0018563421511400002,0.0019572835379940002,1.367906097956415
0051457,rpve_csf,6.126947015389656,0.0004244666707079398,1.8017195454188258e-07,6.126196012264008,6.127766651589021,3.691482480869336
0051457,rpve_gm,5.982551854618281,0.001005194643499972,1.0104162713210354e-06,5.980181846012334,5.983871702189211,3.3067182571164833
0051457,rpve_wm,6.043237884719104,0.0010574611604985387,1.1182241059629164e-06,6.040693797015852,6.044667948423308,3.289087216081908
0051457,size_x,176.0,0.0,0.0,176.0,176.0,15.171627363882708
0051457,size_y,256.0,0.0,0.0,256.0,256.0,15.171627363882708
0051457,size_z,256.0,0.0,0.0,256.0,256.0,15.171627363882708
0051457,snr_csf,2.0915563702985334,0.0032380579123932264,1.048501904401238e-05,2.084613734013915,2.095368359960362,2.3422669132520957
0051457,snr_gm,8.287654459885015,0.022662124589900634,0.000513571890928179,8.227409169703721,8.317601960655423,2.0952129638956682
0051457,snr_total,8.181852945977937,0.02175754881342886,0.0004733909303687396,8.122622480918139,8.211961913334003,2.1073236541872804
0051457,snr_wm,14.166348007750262,0.04252260228891104,0.0018081717054209026,14.05584453903678,14.227461621876335,2.0547200230197866
0051457,snrd_csf,81.19080072449582,0.8327438312427342,0.6934622884728274,79.79556918912822,82.7080466711782,1.521077351475262
0051457,snrd_gm,124.07211639053881,1.207912499393713,1.4590526061915663,122.20543651742415,126.33189363837981,1.5437206661924134
0051457,snrd_total,116.87674303364409,1.1454828103536998,1.3121308688158104,115.01398398556444,118.94059207056678,1.5408214755570546
0051457,snrd_wm,145.36731198589763,1.4045590142133337,1.9727860244079318,143.04094625014096,147.89702318197735,1.5470087197289855
0051457,spacing_x,1.0,0.0,0.0,1.0,1.0,15.171627363882708
0051457,spacing_y,1.0,0.0,0.0,1.0,1.0,15.171627363882708
0051457,spacing_z,1.0,0.0,0.0,1.0,1.0,15.171627363882708
0051457,summary_bg_k,119.14668125,5.285967462154713,27.941452010958336,113.2946,128.9407,0.8850394155302314
0051457,summary_bg_mad,0.0,0.0,0.0,0.0,0.0,15.171627363882708
0051457,summary_bg_mean,2.3128687500000003,0.06132706546324657,0.003761008958333331,2.1862,2.3654,1.108580755475297
0051457,summary_bg_median,0.0,0.0,0.0,0.0,0.0,15.171627363882708
0051457,summary_bg_n,2366329.625,4358.273325909431,18994546.383333657,2361791.0,2371194.0,2.266842728793617
0051457,summary_bg_p05,0.0,0.0,0.0,0.0,0.0,15.171627363882708
0051457,summary_bg_p95,10.0,0.0,0.0,10.0,10.0,15.171627363882708
0051457,summary_bg_stdv,4.36125,0.04326854130504823,0.0018721666666666646,4.2835,4.4335,1.5355206793618694
0051457,summary_csf_k,0.06545000000000001,0.008557491844382129,7.323066666666664e-05,0.0482,0.0824,0.4156451081317648
0051457,summary_csf_mad,183.3578375,0.29688286775539374,0.0881394371666666,182.718,183.9061,2.322796293006121
0051457,summary_csf_mean,525.21908125,0.909920874375901,0.8279559976250042,523.1846,526.6217,2.2934188185745312
0051457,summary_csf_median,540.4375,1.093541646821598,1.1958333333332922,538.0,542.0,2.2259920999643206
0051457,summary_csf_n,439284.32310478936,1074.4509972562055,1154444.9455048544,437147.2333079614,440832.6260863901,2.143641042569964
0051457,summary_csf_p05,69.5,0.5163977794943249,0.2666666666666693,69.0,70.0,1.6610823896097837
0051457,summary_csf_p95,929.3125,1.740450133346739,3.0291666666666814,926.0,932.0,2.2595821453811635
0051457,summary_csf_stdv,258.3899125,0.40172743475313194,0.16138493183333188,257.5578,259.0405,2.3404260144591196
0051457,summary_gm_k,0.30571875000000004,0.18267122823531898,0.033368777625,0.0731,0.5693,0.0
0051457,summary_gm_mad,62.81464375,0.059911690219855485,0.003589410624999927,62.7193,62.9049,2.5526312801775317
0051457,summary_gm_mean,831.5547625,0.7974166145539615,0.6358732571667012,829.8215,832.5924,2.550287526204618
0051457,summary_gm_median,825.875,0.8062257748298806,0.6500000000000412,824.0,827.0,2.542539592650759
0051457,summary_gm_n,717992.2538108713,146.90030749657052,21579.700342586973,717753.210138586,718254.2070521325,3.2211790050882394
0051457,summary_gm_p05,671.375,0.6191391873668802,0.38333333333332076,670.0,672.0,2.567258823722386
0051457,summary_gm_p95,1005.4375,1.263262970775819,1.5958333333333476,1003.0,1008.0,2.4329432641880646
0051457,summary_gm_stdv,99.65198125,0.32981157695215174,0.1087756762916651,99.233,100.5176,2.0123019927298618
0051457,summary_wm_k,0.25775000000000003,0.23419607739385104,0.05484780266666667,0.0,0.4781,0.0
0051457,summary_wm_mad,53.37889375,0.15252264299113055,0.023263156624999868,53.1254,53.7689,2.0761171978258375
0051457,summary_wm_mean,958.1272375,0.511206511271776,0.26133209716666045,956.903,959.11,2.804908760733094
0051457,summary_wm_median,967.625,0.7187952884282673,0.516666666666676,966.0,969.0,2.6611838098952223
0051457,summary_wm_n,697533.7356147832,1049.0968703620565,1100604.2434034618,695997.9728544579,699748.9700201089,2.3548315764306644
0051457,summary_wm_p05,831.6875,0.4787135538781743,0.2291666666666717,831.0,832.0,2.771966401488284
0051457,summary_wm_p95,1055.625,0.7187952884282757,0.516666666666688,1054.0,1057.0,2.698986396345595
0051457,summary_wm_stdv,68.30505625,0.2280393883192146,0.05200196262500155,67.9671,68.8681,2.0085249370690685
0051457,tpm_overlap_csf,0.2148012326800307,0.0017390982589737022,3.024462754365362e-06,0.21157277508965303,0.21833336630007802,1.6237946001619261
0051457,tpm_overlap_gm,0.5375352805083444,0.0011731411365224916,1.376260126201283e-06,0.535502934369501,0.5398260103077861,2.193138661381896
0051457,tpm_overlap_wm,0.5292526210827153,0.001505126752042461,2.2654065397138875e-06,0.525739836039139,0.532007502852829,2.078171893719527
0051457,wm2max,0.7114234094075005,0.0004005940561568293,1.6047559782818089e-07,0.710792658730594,0.7119507769007231,2.7815056015832504
0051458,cjv,0.9410448739495795,0.0019028417227422744,3.6208066218087868e-06,0.9377176470588231,0.9440000000000001,2.2190822288383734
0051458,cnr,1.0008009783823402,0.00230332663620044,5.305313593030435e-06,0.9980696084425581,1.00566135114183,2.1628667522565626
0051458,efc,0.6473466666666667,0.00015055453054185622,2.2666666666678718e-08,0.6472,0.6475000000000001,3.158317647980666
0051458,fber,0.0,0.0,0.0,0.0,0.0,15.163452723748755
0051458,fwhm_avg,4.498762666666667,0.00025195804639451517,6.348285714294067e-08,4.498476666666666,4.49928,3.7766394110634085
0051458,fwhm_x,4.261678,0.00025585151944059186,6.546000000005955e-08,4.26127,4.26226,3.746467193013751
0051458,fwhm_y,4.474615333333333,0.00029183818086319394,8.516952380953831e-08,4.47443,4.47536,3.7104881578879847
0051458,fwhm_z,4.7599946666666675,0.0003502216984931588,1.22655238095433e-07,4.75965,4.76069,3.658137977100716
0051458,icvs_csf,0.2380858233536665,0.00034700335452798875,1.2041132805367704e-07,0.23759252048304103,0.239002125922702,2.3612744241435157
0051458,icvs_gm,0.3769036562005396,5.63487970987447e-05,3.175186934475499e-09,0.37679785435010504,0.37700780262854705,3.3502202618920425
0051458,icvs_wm,0.38501052044579265,0.0003782885913727964,1.4310225836281454e-07,0.38399007144875,0.38551880278093204,2.532523913907598
0051458,inu_med,0.41663558979829113,0.000467785789340215,2.18823544708648e-07,0.416249573230743,0.41786852478981,2.4745839019294533
0051458,inu_range,0.25149009267489053,0.00027568545598252367,7.6002470640292e-08,0.251190419495105,0.25227571129798804,2.484981586687316
0051458,provenance,,,,,,15.163452723748755
0051458,qi_1,0.0,0.0,0.0,0.0,0.0,15.163452723748755
0051458,qi_2,0.0079489126880006,0.0005441685991136516,2.9611946426131405e-07,0.00645092317111,0.008959188004198001,0.6894488100742459
0051458,rpve_csf,6.865166207245213,0.00021298001901231354,4.5360488498485435e-08,6.864709758932809,6.865419527945338,4.0331867555115535
0051458,rpve_gm,6.711006500317671,0.0002579684429368758,6.654771755127613e-08,6.7105790004691315,6.7114894172802355,3.9400956380538035
0051458,rpve_wm,6.764188169394744,0.00027125425099202617,7.357886868124513e-08,6.763762229069426,6.7647068354048265,3.9217136884086337
0051458,size_x,176.0,0.0,0.0,176.0,176.0,15.163452723748755
0051458,size_y,256.0,0.0,0.0,256.0,256.0,15.163452723748755
0051458,size_z,256.0,0.0,0.0,256.0,256.0,15.163452723748755
0051458,snr_csf,2.0076716671783488,0.0017220493873346958,2.9654540924198015e-06,2.005545773679381,2.011031436982265,2.591521648461559
0051458,snr_gm,8.428960955146273,0.009816680006843404,9.6367206356759e-05,8.41225124838776,8.450675067760548,2.4586839684221005
0051458,snr_total,8.67542199909209,0.008027908836422038,6.444732028590304e-05,8.665059508549087,8.689183226882122,2.5585627382320957
0051458,snr_wm,15.58963337495165,0.01541368185479353,0.00023758158832079128,15.565621859765619,15.613557570207048,2.5298040721022192
0051458,snrd_csf,96.03998298326206,1.5440980124799195,2.3842386721444377,94.40807441416098,98.55921481605071,1.3186517713870671
0051458,snrd_gm,150.89308323585917,2.4396857507918015,5.952066562616556,148.41842750533047,154.85274046884123,1.3162100039223101
0051458,snrd_total,139.62664953181402,2.2540948649382835,5.080943660141138,137.35244712189166,143.3146931397903,1.3168706881260204
0051458,snrd_wm,171.94688237632084,2.780854541089576,7.733151978698516,169.13930802942974,176.532124134479,1.316090594108955
0051458,spacing_x,1.0,0.0,0.0,1.0,1.0,15.163452723748755
0051458,spacing_y,1.0,0.0,0.0,1.0,1.0,15.163452723748755
0051458,spacing_z,1.0,0.0,0.0,1.0,1.0,15.163452723748755
0051458,summary_bg_k,26.22364,1.7483301154448574,3.0566581925714287,24.5736,28.4117,0.7009440966821109
0051458,summary_bg_mad,0.0,0.0,0.0,0.0,0.0,15.163452723748755
0051458,summary_bg_mean,1.682,0.06578254219124445,0.0043273428571428555,1.6003,1.7528000000000001,0.9325898994267477
0051458,summary_bg_median,0.0,0.0,0.0,0.0,0.0,15.163452723748755
0051458,summary_bg_n,2603484.3333333335,3142.773949115345,9877028.095238063,2593270.0,2609168.0,2.443116384968461
0051458,summary_bg_p05,0.0,0.0,0.0,0.0,0.0,15.163452723748755
0051458,summary_bg_p95,9.0,0.0,0.0,9.0,9.0,15.163452723748755
0051458,summary_bg_stdv,3.7018066666666667,0.06136507227436546,0.0037656720952380963,3.5961,3.7681,1.3053670440736755
0051458,summary_csf_k,0.20834000000000003,0.004314394511400176,1.861399999999996e-05,0.2028,0.21610000000000001,1.2087273659475122
0051458,summary_csf_mad,179.75771333333333,0.40114270860464274,0.16091547266666933,179.0725,180.3392,2.176263193142314
0051458,summary_csf_mean,523.5402,0.8254902396238678,0.6814341357142707,522.0814,524.56,2.3271126528318353
0051458,summary_csf_median,542.5333333333333,0.8338093878327846,0.695238095238083,541.0,544.0,2.3382342068467854
0051458,summary_csf_n,395123.92920597206,574.6929109185836,330271.94186007505,394323.5153066078,396650.5572041217,2.3621720528530075
0051458,summary_csf_p05,53.0,0.0,0.0,53.0,53.0,15.163452723748755
0051458,summary_csf_p95,945.2666666666667,1.7099150633319493,2.923809523809504,943.0,947.0,2.267454366162774
0051458,summary_csf_stdv,270.22996666666666,0.48409691867090654,0.2343498266666663,269.488,270.7489,2.2716757502548455
0051458,summary_gm_k,0.40073333333333333,0.08774402435222474,0.0076990138095238084,0.2967,0.5191,0.1845124805171267
0051458,summary_gm_mad,59.520093333333335,0.11487622821769328,0.01319654780952355,59.3025,59.6641,2.2393079967166942
0051458,summary_gm_mean,855.0649133333334,1.6478648309973984,2.7154585012380843,852.2797,856.9694,2.2399520618489532
0051458,summary_gm_median,852.4,1.7237832147426722,2.9714285714285817,850.0,854.0,2.2190353544783656
0051458,summary_gm_n,625504.0811539561,93.24521635570248,8694.670373221765,625334.8494791166,625686.2963272515,3.351478147561822
0051458,summary_gm_p05,688.4,1.2983506020002082,1.685714285714303,686.0,690.0,2.249323438920035
0051458,summary_gm_p95,1024.7333333333333,2.08623607302267,4.3523809523810515,1021.0,1027.0,2.2161219739199174
0051458,summary_gm_stdv,101.12764666666666,0.2659525168861815,0.07073074123809465,100.5836,101.3828,2.104940357142106
0051458,summary_wm_k,0.35667333333333334,0.08665983965784735,0.007509927809523811,0.15180000000000002,0.45690000000000003,0.1393273203071865
0051458,summary_wm_mad,52.401313333333334,0.14275069109998517,0.020377759809523385,52.0895,52.5435,2.0896385132706023
0051458,summary_wm_mean,967.14922,1.8851321451217558,3.553723204571352,963.8242,969.2289,2.23502624776275
0051458,summary_wm_median,971.3333333333334,1.8387366263150253,3.380952380952361,968.0,973.0,2.247723326632185
0051458,summary_wm_n,638958.122932687,630.267648495387,397237.3087399047,637274.1464662002,639831.2927541108,2.530821941055654
0051458,summary_wm_p05,857.4666666666667,1.6417180315870705,2.6952380952381256,855.0,859.0,2.2427932388743406
0051458,summary_wm_p95,1063.4666666666667,2.099886618254363,4.409523809523745,1060.0,1066.0,2.22940259684835
0051458,summary_wm_stdv,62.30643333333333,0.1618590156660448,0.02619834095238093,62.028,62.5095,2.1102705572090383
0051458,tpm_overlap_csf,0.21041028370458983,0.0012189900290434145,1.4859366909072643e-06,0.20702138398747602,0.21227038164826,1.7619413696112565
0051458,tpm_overlap_gm,0.5322536272016202,0.0004271085795604625,1.8242173873415593e-07,0.531513927893267,0.532977484511712,2.6204548952386126
0051458,tpm_overlap_wm,0.5331895567892745,0.0008068360001050773,6.509843310655603e-07,0.5314320404571501,0.534711488768669,2.344970927814373
0051458,wm2max,0.6790376858359238,0.001597455355126598,2.5518636116226453e-06,0.6755301123067531,0.680289982324896,2.1533397091625144
0051459,cjv,0.7283473215720946,0.005228910752538683,2.7341507658014653e-05,0.7178265734265731,0.735715714285714,1.6982945419897695
0051459,cnr,1.3185736530499363,0.00943055390605877,8.89353469750803e-05,1.302645300161972,1.336139842364545,1.6999344356169026
0051459,efc,0.6306900000000001,3.07793505625633e-05,9.473684210531657e-10,0.6306,0.6307,3.8659237367735777
0051459,fber,0.0,0.0,0.0,0.0,0.0,15.196788820993401
0051459,fwhm_avg,4.353752,0.00014014779166604817,1.964140350887004e-08,4.353446666666667,4.353913333333334,4.0466446718984646
0051459,fwhm_x,4.3037495,0.0004375226309936809,1.9142605263163264e-07,4.30247,4.30398,3.547213707123364
0051459,fwhm_y,4.200042,0.00010787907460136426,1.1637894736846715e-08,4.19992,4.20019,4.144683664771738
0051459,fwhm_z,4.5574645,0.00021808918986706687,4.7562894736873546e-08,4.55725,4.55791,3.874456399034587
0051459,icvs_csf,0.23854221416050825,0.0004217824234480765,1.7790041272973253e-07,0.237805570661816,0.23953858974149403,2.3068440120760063
0051459,icvs_gm,0.3913154426942905,8.581297160720685e-05,7.363866096059289e-09,0.39118881320154103,0.39155952605674604,3.2133412894961757
0051459,icvs_wm,0.3701423431452001,0.0004346807538590737,1.8894735777549263e-07,0.369203394858437,0.370953696662979,2.484565602133135
0051459,inu_med,0.38537968173623033,0.0029347580376163037,8.612804739353497e-06,0.382763296365737,0.391307026147842,1.6726837568349633
0051459,inu_range,0.22691140718758054,0.0020766015208868727,4.3122738765496734e-06,0.2250672519207,0.231148698925972,1.592870405159555
0051459,provenance,,,,,,15.196788820993401
0051459,qi_1,0.0,0.0,0.0,0.0,0.0,15.196788820993401
0051459,qi_2,0.00439595378636285,0.0003452102940475499,1.1917014711639586e-07,0.0037850221448440004,0.005182104445019001,0.6593366242183347
0051459,rpve_csf,6.836686449122214,0.00024690522215731713,6.096218872855413e-08,6.836041770133449,6.837158680645713,3.996682630581482
0051459,rpve_gm,6.705309287198794,0.0007579009396567955,5.744138343326535e-07,6.7037101736245965,6.706793230198061,3.501173613105024
0051459,rpve_wm,6.766376074219854,0.0008648178605791204,7.479099319766469e-07,6.764555572322217,6.768049759306681,3.447798725701616
0051459,size_x,176.0,0.0,0.0,176.0,176.0,15.196788820993401
0051459,size_y,256.0,0.0,0.0,256.0,256.0,15.196788820993401
0051459,size_z,256.0,0.0,0.0,256.0,256.0,15.196788820993401
0051459,snr_csf,2.4060222961918774,0.00265010561506424,7.023059770995012e-06,2.401344822998734,2.4112281461707132,2.512403709090082
0051459,snr_gm,9.682080577642193,0.01652399789922171,0.00027304250657348344,9.652257366069149,9.713031871105533,2.32222080540108
0051459,snr_total,8.621484539482207,0.01589682769497008,0.0002527091307635677,8.590548209433413,8.650220101547454,2.288638830597466
0051459,snr_wm,13.776350744612548,0.030073377324043173,0.000904408023674274,13.717971134111625,13.826400287366114,2.215319231850119
0051459,snrd_csf,101.54184088245509,0.576707979964582,0.33259209415482877,100.77632286698828,102.72109491753618,1.8000563155890992
0051459,snrd_gm,145.07283204388403,0.8275849528355886,0.6848968541598836,144.12097786354238,146.63941635812856,1.798140747331613
0051459,snrd_total,139.11365179304056,0.7875179789107924,0.6201845671077394,138.16108780151617,140.69788612139573,1.8014765175544352
0051459,snrd_wm,170.7262824527825,0.9739805557894501,0.9486381230559261,169.5859626740179,172.73314708852237,1.7981173406747786
0051459,spacing_x,1.0,0.0,0.0,1.0,1.0,15.196788820993401
0051459,spacing_y,1.0,0.0,0.0,1.0,1.0,15.196788820993401
0051459,spacing_z,1.0,0.0,0.0,1.0,1.0,15.196788820993401
0051459,summary_bg_k,40.564285,4.883457443922828,23.848156606605283,19.8787,42.3164,0.4737836616954986
0051459,summary_bg_mad,0.0,0.0,0.0,0.0,0.0,15.196788820993401
0051459,summary_bg_mean,1.695215,0.0055324188104966115,3.060765789473674e-05,1.6825,1.7023000000000001,2.0406769810924197
0051459,summary_bg_median,0.0,0.0,0.0,0.0,0.0,15.196788820993401
0051459,summary_bg_n,2417155.4,4133.843877071408,17088665.20000077,2415409.0,2428552.0,2.3213177455169856
0051459,summary_bg_p05,0.0,0.0,0.0,0.0,0.0,15.196788820993401
0051459,summary_bg_p95,8.0,0.0,0.0,8.0,8.0,15.196788820993401
0051459,summary_bg_stdv,3.60607,0.020954313712405265,0.00043908326315789527,3.5652,3.6293,1.7901279551329543
0051459,summary_csf_k,3.634375,0.04051686945614524,0.0016416167105263147,3.5367,3.6924,1.5071610980941832
0051459,summary_csf_mad,152.81017,0.2153807451199338,0.04638886536841789,152.4675,153.2036,2.4053126276041166
0051459,summary_csf_mean,553.1443750000001,0.41949129452732964,0.17597294618421483,552.4003,553.9564,2.674482791589382
0051459,summary_csf_median,558.9,0.6407232755171639,0.41052631578944354,558.0,560.0,2.4950308525690192
